"SETTLEMENT","MUNICIPALITY","PROVINCE","POSTAL_CODE","EKATTE_ID"
"Сушица","Стражица","Велико Търново","5177","70408"
"Сушица","Трекляно","Кюстендил","2558","70411"
"Събковци","Елена","Велико Търново","5099","70439"
"Съботковци","Габрово","Габрово","5340","70442"
"Събрано","Нова Загора","Сливен","8941","70456"
"Съдиево","Айтос","Бургас","8522","70473"
"Съдиево","Нова Загора","Сливен","8923","70487"
"Съдийско поле","Нова Загора","Сливен","8915","70490"
"Съединение","Сунгурларе","Бургас","8430","70514"
"Съединение","Съединение","Пловдив","4190","70528"
"Съединение","Братя Даскалови","Стара Загора","6234","70531"
"Съединение","Търговище","Търговище","7779","70545"
"Сърнак","Крумовград","Кърджали","6924","70559"
"Сърневец","Братя Даскалови","Стара Загора","6232","70562"
"Сърнево","Карнобат","Бургас","8479","70576"
"Сърнево","Раднево","Стара Загора","6268","70586"
"Сърнегор","Брезово","Пловдив","4146","70593"
"Сърненци","Велико Търново","Велико Търново","5035","70603"
"Сърнец","Тервел","Добрич","9482","70617"
"Сърнино","Генерал Тошево","Добрич","9562","70634"
"Сърнино","Смолян","Смолян","4799","70620"
"Сърница","Сърница","Пазарджик","4633","70648"
"Сърница","Минерални бани","Хасково","6361","70651"
"Сърпово","Силистра","Силистра","7578","70665"
"Сърцево","Твърдица","Сливен","8896","70679"
"Сяново","Тутракан","Силистра","7647","70682"
"Сяровци","Дряново","Габрово","5380","70696"
"Сярци","Момчилград","Кърджали","6800","70706"
"Табан","Драгоман","София","2215","72014"
"Табачка","Иваново","Русе","7085","72028"
"Табашка","Севлиево","Габрово","5461","72031"
"Таваличево","Кюстендил","Кюстендил","2538","72045"
"Таймище","Антоново","Търговище","7983","72062"
"Тамарино","Стралджа","Ямбол","8658","72076"
"Татарево","Първомай","Пловдив","4282","72093"
"Татарево","Минерални бани","Хасково","6344","72103"
"Татари","Белене","Плевен","5934","72117"
"Татково","Кърджали","Кърджали","6668","72120"
"Татул","Момчилград","Кърджали","6835","72134"
"Твърдинци","Търговище","Търговище","7755","72148"
"Твърдица","Бургас","Бургас","8155","72151"
"Твърдица","Шабла","Добрич","9675","72179"
"Твърдица","Твърдица","Сливен","8890","72165"
"Текето","Хасково","Хасково","6370","72182"
"Телериг","Крушари","Добрич","9420","72196"
"Телиш","Червен бряг","Плевен","5990","72206"
"Телчарка","Джебел","Кърджали","6850","72211"
"Теменуга","Стражица","Велико Търново","5165","72237"
"Теменуга","Ардино","Кърджали","6759","47809"
"Тенево","Тунджа","Ямбол","8672","72240"
"Тепава","Ловеч","Ловеч","5554","72254"
"Теплен","Хаджидимово","Благоевград","2935","72268"
"Тервел","Тервел","Добрич","9450","72271"
"Тервел","Хитрино","Шумен","9769","72285"
"Терзиите","Велико Търново","Велико Търново","5035","72312"
"Терзийско","Сунгурларе","Бургас","8465","72299"
"Терзийско","Троян","Ловеч","5665","72309"
"Тертер","Кубрат","Разград","7322","72337"
"Тетевен","Тетевен","Ловеч","5700","72343"
"Тетово","Русе","Русе","7044","72357"
"Тешел","Девин","Смолян","4810","72360"
"Тешово","Хаджидимово","Благоевград","2927","72374"
"Тикале","Смолян","Смолян","4729","72391"
"Тимарево","Хитрино","Шумен","9785","72401"
"Тинтява","Крумовград","Кърджали","6955","72429"
"Типченица","Мездра","Враца","3164","72432"
"Титевци","Елена","Велико Търново","5070","72446"
"Тиховец","Антоново","Търговище","7997","72452"
"Тихомир","Кирково","Кърджали","6898","72463"
"Тихомирово","Раднево","Стара Загора","6279","72477"
"Тича","Котел","Сливен","8980","72480"
"Тишаново","Невестино","Кюстендил","2591","72494"
"Тишевица","Враца","Враца","3055","72504"
"Тияновци","Брегово","Видин","3787","72518"
"Тлачене","Бяла Слатина","Враца","3243","72521"
"Тодор Икономово","Каолиново","Шумен","9964","72549"
"Тодореците","Трявна","Габрово","5350","72535"
"Тодоричене","Луковит","Ловеч","5781","72552"
"Тодорово","Плевен","Плевен","5887","72566"
"Тодорово","Исперих","Разград","7425","72578"
"Тодоровци","Велико Търново","Велико Търново","5045","72583"
"Тодоровци","Габрово","Габрово","5301","72597"
"Тодорчета","Габрово","Габрово","5343","81637"
"Тодювци","Елена","Велико Търново","5094","72607"
"Токачка","Крумовград","Кърджали","6965","72610"
"Толовица","Макреш","Видин","3854","72638"
"Томбето","Елена","Велико Търново","5080","72641"
"Томпсън","Своге","София","2285","72655"
"Томчевци","Трявна","Габрово","5365","72669"
"Тонско дабе","Петрич","Благоевград","2875","72672"
"Топилища","Тетевен","Ловеч","5736","#N/A"
"Топола","Каварна","Добрич","9654","72693"
"Тополи","Варна","Варна","9140","72709"
"Тополи дол","Пазарджик","Пазарджик","4454","72713"
"Тополица","Айтос","Бургас","8549","72727"
"Тополка","Крумовград","Кърджали","6968","72730"
"Тополница","Петрич","Благоевград","2858","72744"
"Тополница","Дупница","Кюстендил","2619","72758"
"Тополовград","Тополовград","Хасково","6560","72761"
"Тополовец","Кула","Видин","3828","72775"
"Тополовец","Ружинци","Видин","3936","73924"
"Тополово","Асеновград","Пловдив","4260","72789"
"Тополово","Маджарово","Хасково","6452","72792"
"Тополчане","Кърджали","Кърджали","6728","72802"
"Тополчане","Сливен","Сливен","8880","72816"
"Тополяне","Раднево","Стара Загора","6277","72824"
"Топузево","Котел","Сливен","8986","72833"
"Топузи","Елена","Велико Търново","5098","72847"
"Топчии","Разград","Разград","7261","72850"
"Топчийско","Руен","Бургас","8582","72864"
"Торбалъжите","Габрово","Габрово","5335","72878"
"Торос","Луковит","Ловеч","5790","43058"
"Тотлебен","Пордим","Плевен","5899","72881"
"Точилари","Кубрат","Разград","7316","72895"
"Тошевци","Грамада","Видин","3825","72919"
"Траве","Баните","Смолян","4933","72922"
"Травник","Каварна","Добрич","9694","72936"
"Трайково","Лом","Монтана","3645","72940"
"Тракиец","Хасково","Хасково","6369","72953"
"Тракийци","Средец","Бургас","8348","72967"
"Тракия","Опан","Стара Загора","6074","72970"
"Трапесковци","Габрово","Габрово","5349","72998"
"Трапище","Лозница","Разград","7281","73002"
"Трапоклово","Сливен","Сливен","8889","73016"
"Требище","Смолян","Смолян","4737","73033"
"Трекляно","Трекляно","Кюстендил","2557","73047"
"Трем","Хитрино","Шумен","9764","73050"
"Трескавец","Антоново","Търговище","7994","73078"
"Три кладенци","Враца","Враца","3072","73119"
"Три Могили","Кърджали","Кърджали","6682","73136"
"Три могили","Асеновград","Пловдив","4263","73147"
"Триводици","Стаболийски","Пловдив","4222","#N/A"
"Тригорци","Балчик","Добрич","9645","73095"
"Триград","Девин","Смолян","4825","73105"
"Трилистник","Марица","Пловдив","4141","73122"
"Трифоново","Монтана","Монтана","3435","73167"
"Троица","Велики Преслав","Шумен","9864","73170"
"Тросково","Симитли","Благоевград","2733","73184"
"Троян","Симеоновград","Хасково","6491","73208"
"Троян","Троян","Ловеч","5600","73198"
"Трояново","Камено","Бургас","8108","73211"
"Трояново","Раднево","Стара Загора","6270","73225"
"Труд","Марица","Пловдив","4199","73242"
"Трудовец","Ботевград","София","2160","73256"
"Тръбач","Лозница","Разград","7283","73262"
"Трън","Трън","Перник","2460","73273"
"Трънак","Руен","Бургас","8550","73287"
"Трънито","Габрово","Габрово","5307","73290"
"Тръница","Нови пазар","Шумен","9925","73300"
"Трънково","Раднево","Стара Загора","6266","73314"
"Трънково","Елхово","Ямбол","8719","73328"
"Трънковци","Елена","Велико Търново","5097","73331"
"Трънчовица","Левски","Плевен","5925","73345"
"Тръстеник","Долна Митрополия","Плевен","5857","73359"
"Тръстеник","Иваново","Русе","7092","73362"
"Тръстика","Попово","Търговище","7835","73376"
"Тръстиково","Камено","Бургас","8128","73388"
"Тръстиково","Аврен","Варна","9134","73393"
"Трявна","Трявна","Габрово","5350","73403"
"Туден","Годеч","София","2253","73417"
"Тузлата","Балчик","Добрич","9633","#N/A"
"Тулово","Мъглиж","Стара Загора","6170","73420"
"Тумбалово","Севлиево","Габрово","5464","73434"
"Тумбевци","Елена","Велико Търново","5083","73448"
"Турия","Павел баня","Стара Загора","6157","73451"
"Туркинча","Дряново","Габрово","5388","73465"
"Туроковци","Трън","Перник","2468","73479"
"Турян","Смолян","Смолян","4753","73482"
"Тутракан","Тутракан","Силистра","7600","73496"
"Тутраканци","Провадия","Варна","9275","73506"
"Туховища","Сатовча","Благоевград","2939","73519"
"Тученица","Плевен","Плевен","5892","73523"
"Тушовица","Върбица","Шумен","9884","73537"
"Тъжа","Павел баня","Стара Загора","6160","73540"
"Тъкач","Каолиново","Шумен","9953","73554"
"Тънка бара","Неделино","Смолян","4983","73883"
"Тънки рът","Елена","Велико Търново","5084","73568"
"Тънково","Несебър","Бургас","8237","73571"
"Тънково","Стамболово","Хасково","6391","73585"
"Тънкото","Мадан","Смолян","4914","73599"
"Тъпчилещово","Омуртаг","Търговище","7919","73609"
"Търговище","Чупрене","Видин","3953","73612"
"Търговище",0,"Търговище","7700","#N/A"
"Търкашени","Елена","Велико Търново","5070","73634"
"Търна","Ардино","Кърджали","6778","73897"
"Търнава","Бяла Слатина","Враца","3252","73643"
"Търнава","Тунджа","Ямбол","8699","73657"
"Търнак","Бяла Слатина","Враца","3249","73660"
"Търнене","Плевен","Плевен","5882","73674"
"Търничени","Павел баня","Стара Загора","6158","73688"
"Търновлаг","Кюстендил","Кюстендил","2532","73691"
"Търновца","Търговище","Търговище","7774","73701"
"Търновци","Джебел","Кърджали","6850","73715"
"Търновци","Тутракан","Силистра","7629","73729"
"Търносливка","Ардино","Кърджали","6763","73732"
"Търняне","Видин","Видин","3741","73746"
"Търсино","Кюстендил","Кюстендил","2586","73750"
"Търхово","Севлиево","Габрово","5423","73763"
"Търън","Смолян","Смолян","4730","73777"
"Тюленово","Шабла","Добрич","9684","73780"
"Тюркмен","Брезово","Пловдив","4157","73794"
"Тютюнче","Джебел","Кърджали","6850","73804"
"Тянево","Добрич","Добрич","9429","#N/A"
"Тянево","Симеоновград","Хасково","6492","73821"
"Угледно","Омуртаг","Търговище","7936","75013"
"Углярци","Радомир","Перник","2418","75023"
"Угорелец","Севлиево","Габрово","5465","75037"
"Угорляковци","Елена","Велико Търново","5082","#N/A"
"Угърчин","Угърчин","Ловеч","5580","75054"
"Узово","Генерал Тошево","Добрич","9554","75068"
"Узунджово","Хасково","Хасково","6350","75085"
"Узуните","Габрово","Габрово","5343","75099"
"Узуново","Асеновград","Пловдив","4237","75254"
"Умаревци","Ловеч","Ловеч","5541","75112"
"Урвата","Трявна","Габрово","5365","75139"
"Уровене","Криводол","Враца","3064","75143"
"Уручевци","Мадан","Смолян","4936","75157"
"Усойка","Бобошево","Кюстендил","2675","75174"
"Устина","Родопи","Пловдив","4228","75188"
"Устрем","Тополовград","Хасково","6563","75191"
"Устрен","Джебел","Кърджали","6853","75201"
"Ухловица","Смолян","Смолян","4769","75215"
"Ушевци","Велико Търново","Велико Търново","5035","75229"
"Уши","Трекляно","Кюстендил","2557","75232"
"Ушинци","Разград","Разград","7244","75246"
"Фабрика","Златоград","Смолян","4992","#N/A"
"Фазаново","Царево","Бургас","8272","76025"
"Факия","Средец","Бургас","8340","76039"
"Фатово","Смолян","Смолян","4797","76042"
"Фелдфебел Дянково","Добрич","Добрич","9394","#N/A"
"Филаретово","Котел","Сливен","8982","76073"
"Филипово","Банско","Благоевград","2775","76090"
"Филипово","Тополовград","Хасково","6564","76100"
"Филиповци","Трън","Перник","2472","76114"
"Флорентин","Ново село","Видин","3778","76145"
"Фотиново","Батак","Пазарджик","4571","76162"
"Фотиново","Кирково","Кърджали","6873","76159"
"Фролош","Кочериново","Кюстендил","2682","76180"
"Фурен","Криводол","Враца","3075","76193"
"Фъргово","Сатовча","Благоевград","2952","76203"
"Фърговци","Габрово","Габрово","5301","76217"
"Фъревци","Трявна","Габрово","5365","76220"
"Фъртуни","Трявна","Габрово","5367","76234"
"Хаджи Димитрово","Казанлък","Стара Загора","6141","#N/A"
"Хаджи Димитър","Каварна","Добрич","9657","77044"
"Хаджидимитрово","Свищов","Велико Търново","5287","77013"
"Хаджидимитрово","Тунджа","Ямбол","8635","77030"
"Хаджидимово","Хаджидимово","Благоевград","2933","77058"
"Хаджиево","Пазарджик","Пазарджик","4441","77061"
"Хаджиите","Карнобат","Бургас","8492","77089"
"Хаджийско","Кирково","Кърджали","6875","77092"
"Хайредин","Хайредин","Враца","3357","77102"
"Халваджийско","Антоново","Търговище","7997","77120"
"Халовски колиби","Бойница","Видин","3837","#N/A"
"Хан Аспарухово","Стара Загора","Стара Загора","6055","68730"
"Хан Крум","Велики Преслав","Шумен","9863","78210"
"Ханово","Тунджа","Ямбол","8668","77150"
"Харачерите","Габрово","Габрово","5340","77164"
"Харваловци","Елена","Велико Търново","5093","77178"
"Харманли","Харманли","Хасково","6450","77181"
"Хасково",0,"Хасково","6300","#N/A"
"Хасовица","Смолян","Смолян","4746","77205"
"Хвойна","Чепеларе","Смолян","4890","77219"
"Хвостяне","Гърмен","Благоевград","2942","77222"
"Хвърчил","Мирково","София","2072","77236"
"Хераково","Божурище","София","2211","77246"
"Хирево","Севлиево","Габрово","5451","77253"
"Хисар","Крумовград","Кърджали","6914","77267"
"Хисаря","Хисаря","Пловдив","4180","77270"
"Хитово","Добрич","Добрич","9433","#N/A"
"Хлевене","Ловеч","Ловеч","5579","77311"
"Хлябово","Тополовград","Хасково","6568","77325"
"Ходжовци","Кърджали","Кърджали","6745","77339"
"Хотанца","Русе","Русе","7054","77342"
"Хотница","Велико Търново","Велико Търново","5058","77356"
"Хотово","Сандански","Благоевград","2821","77361"
"Храбрино","Родопи","Пловдив","4111","77373"
"Храброво","Провадия","Варна","9242","77387"
"Храброво","Балчик","Добрич","9618","77390"
"Храбърско","Божурище","София","2224","77400"
"Храсна","Сандански","Благоевград","2824","77414"
"Храстово","Крумовград","Кърджали","6929","77428"
"Християново","Стара Загора","Стара Загора","6072","77431"
"Христо Даново","Карлово","Пловдив","4339","77462"
"Христовци","Елена","Велико Търново","5070","77445"
"Христовци","Трявна","Габрово","5365","77459"
"Хрищени","Стара Загора","Стара Загора","6050","77476"
"Хромица","Ардино","Кърджали","6782","77487"
"Хубавене","Роман","Враца","3135","77493"
"Хума","Самуил","Разград","7457","77517"
"Хухла","Ивайловград","Хасково","6571","77520"
"Хъневци","Елена","Велико Търново","5082","77534"
"Хърлец","Козлодуй","Враца","3329","77548"
"Хърсово","Сандански","Благоевград","2819","77565"
"Хърсово","Самуил","Разград","7451","77579"
"Хърсово","Никола Козлево","Шумен","9937","77582"
"Цаконица","Мездра","Враца","3152","78015"
"Цалапица","Родопи","Пловдив","4218","78029"
"Цани Гинчево","Никола Козлево","Шумен","9957","78032"
"Цапарево","Струмяни","Благоевград","2834","78046"
"Цар Асен","Пазарджик","Пазарджик","4422","78056"
"Цар Асен","Алфатар","Силистра","7536","78063"
"Цар Асен","Попово","Търговище","7849","78077"
"Цар Калоян","Куклен","Пловдив","4126","78207"
"Цар Калоян","Цар Калоян","Разград","7280","77308"
"Цар Петрово","Кула","Видин","3827","#N/A"
"Цар Самуил","Тутракан","Силистра","7640","78238"
"Цар Симеоново","Видин","Видин","3745","66442"
"Цар Шишманово","Макреш","Видин","3853","83363"
"Царацово","Марица","Пловдив","4204","78080"
"Царев брод","Шумен","Шумен","9747","78104"
"Царев дол","Тутракан","Силистра","7627","78118"
"Царева ливада","Дряново","Габрово","5380","12677"
"Царева поляна","Стамболово","Хасково","6363","78094"
"Царевец","Свищов","Велико Търново","5282","78121"
"Царевец","Мездра","Враца","3141","78135"
"Царевец","Добрич","Добрич","9367","#N/A"
"Царевец","Кърджали","Кърджали","6622","78149"
"Царево","Царево","Бургас","8260","48619"
"Царевци","Аврен","Варна","9129","70220"
"Царевци","Омуртаг","Търговище","7932","78166"
"Царимир","Съединение","Пловдив","4192","78171"
"Царино","Кирково","Кърджали","6893","78183"
"Царичина","Костинброд","София","2236","78197"
"Царичино","Балчик","Добрич","9614","48982"
"Царски извор","Стражица","Велико Търново","5174","80203"
"Цацаровци","Златоград","Смолян","4992","78241"
"Цацаровци","Драгоман","София","2220","78255"
"Цвеклювци","Елена","Велико Търново","5094","78269"
"Цветино","Велинград","Пазарджик","4630","78272"
"Цветкова бара","Берковица","Монтана","3542","78286"
"Цветница","Търговище","Търговище","7763","78297"
"Цвятковци","Габрово","Габрово","5340","78302"
"Цвятово","Джебел","Кърджали","6850","78313"
"Цегриловци","Трън","Перник","2479","78327"
"Целина","Чирпан","Стара Загора","6223","78330"
"Ценино","Нова Загора","Сливен","8916","78344"
"Ценович","Силистра","Силистра","7575","78358"
"Ценово","Ценово","Русе","7139","78361"
"Ценово","Чирпан","Стара Загора","6222","78375"
"Цепераните","Велико Търново","Велико Търново","5035","78389"
"Церетелево","Съединение","Пловдив","4189","78392"
"Церецел","Своге","София","2286","78402"
"Церковски","Карнобат","Бургас","8472","78416"
"Церова кория","Велико Търново","Велико Търново","5047","78428"
"Церовец","Иваново","Русе","7083","78433"
"Церовица","Кюстендил","Кюстендил","2567","78447"
"Церовище","Омуртаг","Търговище","7922","78450"
"Церово","Благоевград","Благоевград","2722","78464"
"Церово","Лесичово","Пазарджик","4465","78478"
"Церово","Своге","София","2287","78481"
"Циклово","Бобошево","Кюстендил","2666","78495"
"Цирка","Мадан","Смолян","4939","78505"
"Цонево","Дългопол","Варна","9261","78519"
"Цонковци","Велико Търново","Велико Търново","5035","78536"
"Црешново","Кюстендил","Кюстендил","2567","78543"
"Цръклевци","Драгоман","София","2205","78553"
"Црънча","Пазарджик","Пазарджик","4419","78570"
"Црънча","Доспат","Смолян","4837","78567"
"Църварица","Невестино","Кюстендил","2580","78584"
"Цървена ябълка","Кюстендил","Кюстендил","2576","78598"
"Цървендол","Кюстендил","Кюстендил","2567","78608"
"Цървеняно","Кюстендил","Кюстендил","2542","78611"
"Цървище","Кочериново","Кюстендил","2624","78625"
"Църква","Балчик","Добрич","9631","78639"
"Църквица","Джебел","Кърджали","6844","78642"
"Църквица","Никола Козлево","Шумен","9939","78656"
"Църквище","Златица","София","2080","78669"
"Чавдар","Доспат","Смолян","4829","80025"
"Чавдар","Чавдар","София","2084","80011"
"Чавдарци","Елена","Велико Търново","5084","80042"
"Чавдарци","Ловеч","Ловеч","5559","80039"
"Чавеи","Габрово","Габрово","5345","80056"
"Чавка","Кирково","Кърджали","6880","80065"
"Чаира","Белово","Пазарджик","4476","#N/A"
"Чайка","Провадия","Варна","9277","80073"
"Чайка","Момчилград","Кърджали","6820","80087"
"Чакаларово","Кирково","Кърджали","6870","80090"
"Чакали","Елена","Велико Търново","5099","80100"
"Чакалите","Трявна","Габрово","5365","80114"
"Чакалци","Джебел","Кърджали","6850","80128"
"Чал","Крумовград","Кърджали","6947","80145"
"Чала","Борино","Смолян","4836","80159"
"Чалъкови","Раковски","Пловдив","4123","80162"
"Чамкова","Велинград","Пазарджик","4651","#N/A"
"Чамла","Смолян","Смолян","4716","80193"
"Чарган","Тунджа","Ямбол","8628","80217"
"Чарда","Стралджа","Ямбол","8692","80220"
"Чарково","Габрово","Габрово","5309","81904"
"Чеганци","Кърджали","Кърджали","6744","80248"
"Чеканец","Невестино","Кюстендил","2577","80251"
"Чеканец","Драгоман","София","2220","80265"
"Чеканци","Антоново","Търговище","7961","80279"
"Чеканчево","Горна Малина","София","2122","80282"
"Челник","Тунджа","Ямбол","8678","80306"
"Челопек","Враца","Враца","3043","80311"
"Челопеч","Челопеч","София","2087","80323"
"Челопечене","Каварна","Добрич","9664","80340"
"Челюстница","Чипровци","Монтана","3465","80354"
"Чемиш","Георги Дамяново","Монтана","3477","80368"
"Чепеларе","Чепеларе","Смолян","4850","80371"
"Чепино","Ковачевци","Перник","2436","80385"
"Чепинци","Рудозем","Смолян","4958","80399"
"Чепинци","Район Нови Искър","София","1554","#N/A"
"Чеплетен","Смолян","Смолян","4786","80412"
"Чепърлинци","Драгоман","София","2212","80426"
"Червен","Асеновград","Пловдив","4252","80437"
"Червен","Иваново","Русе","7084","80443"
"Червен брег","Дупница","Кюстендил","2629","80491"
"Червен бряг","Червен бряг","Плевен","5980","80501"
"Червена","Свищов","Велико Търново","5293","80457"
"Червена вода","Русе","Русе","7051","80460"
"Червена локва","Габрово","Габрово","5311","81918"
"Червена могила","Радомир","Перник","2408","80488"
"Червена скала","Ардино","Кърджали","6781","81921"
"Червенаково","Твърдица","Сливен","8896","80474"
"Червенковци","Елена","Велико Търново","5070","80515"
"Червенци","Вълчи дол","Варна","9298","80529"
"Черганово","Казанлък","Стара Загора","6139","80532"
"Черенча","Шумен","Шумен","9799","80546"
"Черепово","Харманли","Хасково","6462","80552"
"Череша","Руен","Бургас","8577","80563"
"Черешица","Кърджали","Кърджали","6672","80594"
"Черешка","Джебел","Кърджали","6841","81935"
"Черешките","Смолян","Смолян","4771","80604"
"Черешница","Сандански","Благоевград","2824","80618"
"Черешовица","Берковица","Монтана","3524","80635"
"Черешово","Белица","Благоевград","2787","80649"
"Черешово","Сливо поле","Русе","7066","80652"
"Черешово","Смолян","Смолян","4772","80666"
"Черешовска река","Смолян","Смолян","4773","80678"
"Черкаски","Вършец","Монтана","3533","80683"
"Черковица","Никопол","Плевен","5951","80697"
"Черковище","Мирково","София","2072","80707"
"Черковна","Провадия","Варна","9232","80710"
"Черковна","Разград","Разград","7252","80724"
"Черковна","Дулово","Силистра","7656","80738"
"Черковна","Търговище","Търговище","7781","80741"
"Черково","Карнобат","Бургас","8478","80755"
"Черна","Добрич","Добрич","9417","#N/A"
"Черна","Хитрино","Шумен","9773","80772"
"Черна вода","Антоново","Търговище","7966","80786"
"Черна гора","Перник","Перник","2340","81952"
"Черна гора","Братя Даскалови","Стара Загора","6258","80793"
"Черна Места","Якоруда","Благоевград","2789","81850"
"Черна могила","Айтос","Бургас","8527","80813"
"Черна могила","Харманли","Хасково","6471","80827"
"Черна нива","Черноочене","Кърджали","6692","80830"
"Черна скала","Кърджали","Кърджали","6626","80844"
"Чернево","Суворово","Варна","9174","80861"
"Черневци","Габрово","Габрово","5349","80889"
"Черни бряг","Антоново","Търговище","7973","80892"
"Черни Вит","Тетевен","Ловеч","5725","80902"
"Черни връх","Камено","Бургас","8122","80916"
"Черни връх","Вълчедръм","Монтана","3649","80933"
"Черни връх","Смядово","Шумен","9827","80950"
"Черни Дял","Елена","Велико Търново","5084","80978"
"Черни Осъм","Троян","Ловеч","5620","80981"
"Черни рид","Ивайловград","Хасково","6598","80995"
"Чернигово","Ардино","Кърджали","6778","80964"
"Черник","Дулово","Силистра","7651","81966"
"Черница","Сунгурларе","Бургас","8468","81006"
"Черниче","Симитли","Благоевград","2741","81013"
"Черничево","Хисаря","Пловдив","4181","81030"
"Черничево","Крумовград","Кърджали","6954","81027"
"Черничино","Ивайловград","Хасково","6581","81044"
"Черно поле","Ружинци","Видин","3922","81247"
"Черновръх","Трявна","Габрово","5365","81058"
"Черноглавци","Венец","Шумен","9778","81061"
"Черногор","Главиница","Силистра","7614","81075"
"Черногорово","Пазарджик","Пазарджик","4455","81089"
"Черногорово","Димитровград","Хасково","6411","81092"
"Черноград","Айтос","Бургас","8545","81102"
"Чернодъб","Свиленград","Хасково","6524","81116"
"Чернозем","Елхово","Ямбол","8739","81121"
"Черноземен","Калояново","Пловдив","4168","81133"
"Чернокапци","Омуртаг","Търговище","7921","81147"
"Чернолик","Дулово","Силистра","7693","81150"
"Черноморец","Созопол","Бургас","8142","81178"
"Черноморци","Шабла","Добрич","9678","81181"
"Черноок","Провадия","Варна","9259","81195"
"Чернооки","Крумовград","Кърджали","6946","81205"
"Чернооково","Генерал Тошево","Добрич","9532","81219"
"Чернооково","Върбица","Шумен","9873","81222"
"Черноочене","Черноочене","Кърджали","6701","81236"
"Черньово","Ихтиман","София","2067","81253"
"Черньовци","Кърджали","Кърджали","6670","81267"
"Честименско","Тервел","Добрич","9469","81270"
"Четирци","Невестино","Кюстендил","2598","81284"
"Четрока","Лъки","Пловдив","4241","#N/A"
"Чехларе","Брезово","Пловдив","4159","81308"
"Чешлянци","Трекляно","Кюстендил","2556","81325"
"Чешма","Златарица","Велико Търново","5077","81339"
"Чешнегирово","Садово","Пловдив","4121","81342"
"Чибаовци","Костинброд","София","2236","81356"
"Чилик","Кърджали","Кърджали","6625","81362"
"Чилнов","Две могили","Русе","7162","81373"
"Чинтулово","Сливен","Сливен","8858","81387"
"Чипровци","Чипровци","Монтана","3460","81390"
"Чирен","Враца","Враца","3050","81400"
"Чирпан","Чирпан","Стара Загора","6200","81414"
"Чистово","Златарица","Велико Търново","5088","81428"
"Читаковци","Габрово","Габрово","5300","81431"
"Чифлик","Белоградчик","Видин","3912","81459"
"Чифлик","Кърджали","Кърджали","6677","81462"
"Чифлик","Троян","Ловеч","5661","81476"
"Чичево","Кирково","Кърджали","6869","81493"
"Чичил","Кула","Видин","3819","81503"
"Чоба","Брезово","Пловдив","4161","81975"
"Чобанка","Момчилград","Кърджали","6836","81517"
"Чокманово","Смолян","Смолян","4760","81520"
"Чокоба","Сливен","Сливен","8887","81534"
"Чолакова","Велинград","Пазарджик","4636","81863"
"Чомаково","Момчилград","Кърджали","6800","81548"
"Чомаковци","Червен бряг","Плевен","5989","81551"
"Чорбаджийско","Кирково","Кърджали","6890","81565"
"Чорул","Драгоман","София","2215","81579"
"Чубра","Сунгурларе","Бургас","8461","81582"
"Чубрика","Ардино","Кърджали","6786","81596"
"Чудинци","Кюстендил","Кюстендил","2562","81606"
"Чудомир","Лозница","Разград","7284","81619"
"Чуйпетльово","Перник","Перник","2346","#N/A"
"Чукарка","Айтос","Бургас","8529","81640"
"Чукарово","Тополовград","Хасково","6560","81654"
"Чуката","Златарица","Велико Търново","5088","81668"
"Чуката","Лъки","Пловдив","4245","#N/A"
"Чукилите","Габрово","Габрово","5304","81685"
"Чуковезер","Драгоман","София","2209","81699"
"Чуковец","Радомир","Перник","2425","81709"
"Чуковец","Алфатар","Силистра","7537","81712"
"Чуково","Дряново","Габрово","5370","81726"
"Чуково","Момчилград","Кърджали","6818","81734"
"Чупрене","Чупрене","Видин","3950","81757"
"Чурек","Елин Пелин","София","2126","81760"
"Чурен","Родопи","Пловдив","4226","81774"
"Чурилово","Петрич","Благоевград","2885","81788"
"Чуричени","Петрич","Благоевград","2891","81791"
"Чурка","Мадан","Смолян","4915","81801"
"Чуруково","Девин","Смолян","4823","81815"
"Чучулига","Ивайловград","Хасково","6572","81829"
"Чучулигово","Петрич","Благоевград","2865","81832"
"Чучур","Смолян","Смолян","4796","31841"
"Шабла","Шабла","Добрич","9680","83017"
"Шаново","Мъглиж","Стара Загора","6169","83020"
"Шарани","Габрово","Габрово","5300","83034"
"Шаренска","Мадан","Смолян","4916","83048"
"Шарково","Болярово","Ямбол","8753","83051"
"Шатрово","Бобов дол","Кюстендил","2684","83082"
"Шейново","Казанлък","Стара Загора","6144","83106"
"Шемшево","Велико Търново","Велико Търново","5027","83586"
"Шереметя","Велико Търново","Велико Търново","5034","83123"
"Шиварово","Руен","Бургас","8559","83154"
"Шивачево","Твърдица","Сливен","8895","15944"
"Шиливери","Елена","Велико Търново","5094","83168"
"Шилковци","Елена","Велико Търново","5087","83171"
"Шипикова махала","Бойница","Видин","3836","83185"
"Шипка","Казанлък","Стара Загора","6150","83199"
"Шипковица","Трън","Перник","2493","83209"
"Шипково","Троян","Ловеч","5663","83212"
"Шипок","Кирково","Кърджали","6865","83226"
"Шипот","Димово","Видин","3744","83239"
"Шипочане","Самоков","София","2015","83243"
"Шипочано","Кюстендил","Кюстендил","2552","83257"
"Шипчените","Габрово","Габрово","5344","83260"
"Широка лъка","Смолян","Смолян","4710","83274"
"Широка поляна","Хасково","Хасково","6365","83288"
"Широки дол","Самоков","София","2013","83291"
"Широко поле","Кърджали","Кърджали","6650","83315"
