ekatte,shared_grounds_parent,shared_grounds_children,t_v_m,name,oblast,obstina,kmetstvo,kind,category,altitude,document,tsb,abc,area
43551,,,с.,Лешниковци,PER,PER51,PER51-00,3,8,7,1928,SW,2749,6047
43565,,,с.,Лешница,BLG,BLG40,BLG40-23,3,6,3,1928,SW,2750,9037
43579,,,с.,Лешница,LOV,LOV18,LOV18-00,3,7,5,1928,NW,2751,21702
43582,,05387 21943 ,с.,Лещак,SML,SML16,SML16-24,3,7,7,1928,S,2752,5820
43596,,,с.,Лещарка,KRZ,KRZ15,KRZ15-23,3,7,6,1928,S,2753,13264
43606,,,с.,Лещен,BLG,BLG13,BLG13-00,3,8,7,1928,SW,2754,16569
43615,,,с.,Леярово,JAM,JAM22,JAM22-00,3,8,4,1928,SE,2755,17902
43623,,,с.,Ливада,BGS,BGS08,BGS08-05,3,7,1,1928,SE,2756,26358
43637,12718,,с.,Ливаде,SML,SML16,SML16-07,3,8,7,1928,S,2757,0
43654,,,с.,Лик,VRC,VRC27,VRC27-15,3,7,4,1928,NW,2758,26521
43668,04801,,с.,Лилеково,SML,SML38,SML38-00,3,8,8,1928,S,2759,0
43671,,,с.,Лилково,PDV,PDV26,PDV26-00,3,8,8,1928,S,2760,62399
43685,,,с.,Лиляк,TGV,TGV35,TGV35-18,3,5,4,1928,NE,2761,32758
43699,,69290,с.,Лиляново,BLG,BLG40,BLG40-24,3,7,6,1928,SW,2762,76502
43709,,,с.,Лиляч,KNL,KNL31,KNL31-09,3,7,6,1928,SW,2763,17940
43712,,,с.,Лиляче,VRC,VRC10,VRC10-11,3,6,3,1928,NW,2764,32505
43726,,,с.,Лимец,KRZ,KRZ15,KRZ15-00,3,8,5,1928,S,2765,5996
43730,,,с.,Липен,MON,MON29,MON29-15,3,7,4,1928,NW,2766,22346
43743,02988,,с.,Липец,SML,SML31,SML31-00,3,8,7,1928,S,2767,0
43757,,,с.,Липинци,SFO,SFO16,SFO16-00,3,8,7,1928,SW,2768,4216
43760,,,с.,Липник,RAZ,RAZ26,RAZ26-07,3,6,5,1928,N,2769,9710
43774,,,с.,Липница,VRC,VRC28,VRC28-03,3,6,2,1928,NW,2770,26012
43788,,27334,с.,Липница,SFO,SFO07,SFO07-00,3,7,5,1928,SW,2771,40083
43815,,,с.,Лисец,KNL,KNL29,KNL29-00,3,8,8,1928,SW,2772,7501
43829,,,с.,Лисец,LOV,LOV18,LOV18-18,3,6,4,1928,NW,2773,38024
43832,87552,,с.,Лисец,SFO,SFO39,SFO39-00,3,8,8,1928,SW,2774,0
43846,,,с.,Лиси връх,SHU,SHU18,SHU18-00,3,8,4,1928,NE,2775,13815
43856,,67979,с.,Лисиците,KRZ,KRZ16,KRZ16-41,3,8,4,1928,S,2776,10176
43863,,,с.,Лисия,BLG,BLG03,BLG03-00,3,8,7,1928,SW,2777,25808
43877,,,с.,Лисово,HKV,HKV28,HKV28-04,3,8,5,1928,S,2778,22338
43880,,,с.,Листец,BGS,BGS18,BGS18-13,3,6,3,1928,SE,2779,9813
43894,,,с.,Листец,SLS,SLS07,SLS07-13,3,6,3,1928,N,2780,10128
43904,,,с.,Литаково,SFO,SFO07,SFO07-07,3,5,5,1928,SW,2781,70801
43918,,,с.,Лобош,PER,PER22,PER22-04,3,7,6,1928,SW,2782,17043
43921,,,с.,Ловец,SZR,SZR31,SZR31-21,3,7,3,1928,SE,2783,16034
43935,,,с.,Ловец,TGV,TGV35,TGV35-19,3,6,3,1928,NE,2784,8144
43949,,,с.,Ловец,SHU,SHU10,SHU10-07,3,7,3,1928,NE,2785,14743
43952,,32500,гр.,Ловеч,LOV,LOV18,LOV18-00,1,2,3,1928,NW,2786,69492
43966,,,с.,Ловнидол,GAB,GAB29,GAB29-19,3,7,5,1928,N,2787,38727
43983,,81801,с.,Ловци,SML,SML16,SML16-25,3,7,6,1928,S,2789,4583
43997,,,с.,Ловчанци,DOB,DOB15,DOB15-32,3,6,4,1928,NE,2790,28311
44015,00638,,с.,Лоза,GAB,GAB05,GAB05-00,3,8,5,1928,N,2792,0
44029,,,с.,Лозарево,BGS,BGS23,BGS23-12,3,6,4,1928,SE,2793,24758
44032,,,с.,Лозево,SHU,SHU30,SHU30-12,3,7,4,1928,NE,2794,17776
44046,,,с.,Лозен,VTR,VTR31,VTR31-11,3,7,4,1928,N,2795,25205
44053,,,с.,Лозен,PAZ,PAZ29,PAZ29-11,3,5,4,1928,S,2796,11978
44063,,,с.,Лозен,SOF,SOF46,SOF46-61,3,4,7,1928,SW,2797,91597
44077,,,с.,Лозен,HKV,HKV17,HKV17-05,3,6,3,1928,S,2798,21962
44080,,,с.,Лозенградци,KRZ,KRZ14,KRZ14-23,3,7,6,1928,S,2800,14320
44094,,,с.,Лозенец,BGS,BGS13,BGS13-08,3,5,1,1928,SE,2801,12942
44104,,,с.,Лозенец,DOB,DOB20,DOB20-10,3,6,4,1928,NE,2802,30230
44118,,,с.,Лозенец,JAM,JAM22,JAM22-12,3,6,3,1928,SE,2803,28703
44121,,,с.,Лозеница,BLG,BLG40,BLG40-00,3,8,4,1928,SW,2804,8168
44149,,,с.,Лозица,BGS,BGS23,BGS23-06,3,8,4,1928,SE,2805,6091
44152,,,с.,Лозица,PVN,PVN21,PVN21-14,3,7,3,1928,NW,2806,31747
44166,,,гр.,Лозница,RAZ,RAZ17,RAZ17-00,1,4,4,1928,N,2807,24130
44179,,,с.,Лозница,DOB,DOB12,DOB12-00,3,8,3,1928,NE,2808,23849
44183,,,с.,Лозно,KNL,KNL29,KNL29-24,3,5,6,1928,SW,2809,11610
44210,,,с.,Локвата,KNL,KNL04,KNL04-00,3,8,7,1928,SW,2810,3629
44224,,,с.,Локорско,SOF,SOF46,SOF46-42,3,5,6,1928,SW,2811,34244
44238,,,гр.,Лом,MON,MON24,MON24-00,1,2,2,1928,NW,2812,52203
44241,,,с.,Ломец,LOV,LOV34,LOV34-23,3,7,5,1928,NW,2814,23613
44255,,,с.,Ломница,KNL,KNL29,KNL29-00,3,8,7,1928,SW,2815,13534
44269,,,с.,Ломница,PER,PER51,PER51-00,3,8,7,1928,SW,2816,15948
44272,,,с.,Ломница,DOB,DOB15,DOB15-33,3,7,4,1928,NE,2817,12549
44286,,,с.,Ломци,TGV,TGV24,TGV24-21,3,6,4,1928,NE,2818,33948
44294,,,с.,Лопушна,VAR,VAR16,VAR16-08,3,5,3,1928,NE,2819,27221
44300,,,с.,Лопушня,SFO,SFO09,SFO09-00,3,8,7,1928,SW,2820,5185
44313,,,с.,Лопян,SFO,SFO18,SFO18-03,3,7,5,1928,SW,2821,40209
44327,,,гр.,Луковит,LOV,LOV19,LOV19-00,1,3,3,1928,NW,2823,89115
44330,,,с.,Луково,SFO,SFO43,SFO43-22,3,7,6,1928,SW,2824,13307
44344,,,с.,Луличка,KRZ,KRZ15,KRZ15-25,3,7,5,1928,S,2825,12607
44358,,,с.,Лъвино,RAZ,RAZ14,RAZ14-13,3,5,4,1928,N,2826,21083
44361,,,с.,Лъвово,KRZ,KRZ16,KRZ16-06,3,8,5,1928,S,2827,3005
44389,,,с.,Лъга,SFO,SFO18,SFO18-04,3,7,6,1928,SW,2828,15626
44402,,,с.,Баните,SML,SML02,SML02-00,3,5,7,1928,S,137,15544
44416,,,с.,Лъжница,BLG,BLG11,BLG11-08,3,5,7,1928,SW,2829,25966
44425,,,с.,Лъка,BGS,BGS17,BGS17-13,3,7,1,1928,SE,2830,13617
44433,,,с.,Лъка,SML,SML31,SML31-17,3,7,7,1928,S,2831,3470
44447,,,с.,Лъкавица,PDV,PDV15,PDV15-00,3,8,8,1928,S,2832,16258
44464,,,с.,Лъки,BLG,BLG52,BLG52-00,3,8,6,1928,SW,2833,18527
44478,,,гр.,Лъки,PDV,PDV15,PDV15-00,1,4,8,1928,S,2834,9779
44481,,,с.,Любен,PDV,PDV33,PDV33-09,3,7,4,1928,S,2835,16579
44495,,,с.,Любен,SLS,SLS32,SLS32-06,3,7,3,1928,N,2836,7451
44505,,,с.,Любенец,SLV,SLV16,SLV16-14,3,7,3,1928,SE,2838,25377
44519,,,с.,Любен Каравелово,VAR,VAR02,VAR02-15,3,5,5,1928,NE,2837,31812
44522,,,с.,Любенова махала,SLV,SLV16,SLV16-15,3,6,3,1928,SE,2839,29251
44536,,,с.,Любеново,PVN,PVN21,PVN21-15,3,7,3,1928,NW,2840,18717
44540,,,с.,Любеново,SZR,SZR27,SZR27-13,3,7,2,1928,SE,2841,20604
44553,,,с.,Любеново,HKV,HKV34,HKV34-00,3,8,4,1928,S,2842,9747
44567,,,с.,Любенци,VTR,VTR31,VTR31-00,3,8,4,1928,N,2843,4600
44570,,,гр.,Любимец,HKV,HKV17,HKV17-00,1,3,2,1928,S,2844,57374
44584,,,с.,Любино,KRZ,KRZ02,KRZ02-14,3,8,7,1928,S,2845,10823
44598,,,с.,Любичево,TGV,TGV02,TGV02-19,3,7,5,1928,NE,2846,19321
44608,,,с.,Люблен,TGV,TGV23,TGV23-05,3,6,4,1928,NE,2847,19234
44611,49450,,с.,Любница,SFO,SFO20,SFO20-00,3,8,5,1928,SW,2848,0
44625,,,с.,Любовище,BLG,BLG40,BLG40-00,3,8,6,1928,SW,2849,6475
44639,,,с.,Любовка,BLG,BLG40,BLG40-00,3,8,6,1928,SW,2850,11739
44642,,,с.,Любча,SML,SML10,SML10-05,3,6,8,1928,S,2851,20037
44656,,,с.,Люлин,PER,PER32,PER32-12,3,6,7,1928,SW,2852,22191
44666,,,с.,Люлин,JAM,JAM22,JAM22-13,3,7,3,1928,SE,2853,23030
44673,66384,,с.,Люлка,SML,SML31,SML31-00,3,8,8,1928,S,2854,0
44687,,,с.,Люляк,SZR,SZR31,SZR31-00,3,8,5,1928,SE,2855,22718
44690,,,с.,Люляково,BGS,BGS18,BGS18-14,3,5,4,1928,SE,2856,44793
44700,,,с.,Люляково,KRZ,KRZ16,KRZ16-49,3,7,4,1928,S,2857,3688
44714,,,с.,Люляково,DOB,DOB12,DOB12-21,3,6,3,1928,NE,2858,19051
44728,,,с.,Лютаджик,VRC,VRC10,VRC10-12,3,7,5,1928,NW,2859,34899
44745,,,с.,Лютиброд,VRC,VRC27,VRC27-16,3,7,5,1928,NW,2860,25458
44759,,,с.,Лютидол,VRC,VRC27,VRC27-17,3,7,5,1928,NW,2861,21870
44762,,,с.,Лютово,BLG,BLG02,BLG02-08,3,7,8,1928,SW,2862,5477
44776,,,с.,Лява река,SZR,SZR37,SZR37-00,3,8,5,1928,SE,2863,29232
44781,,,с.,Лялинци,PER,PER51,PER51-00,3,8,7,1928,SW,2864,14358
44793,,,гр.,Лясковец,VTR,VTR20,VTR20-00,1,3,4,1928,N,2865,49472
44803,,,с.,Лясковец,HKV,HKV30,HKV30-19,3,6,5,1928,S,2866,10326
44817,,,с.,Лясково,BGS,BGS01,BGS01-00,3,7,4,1928,SE,2868,20523
44820,,,с.,Лясково,KRZ,KRZ35,KRZ35-13,3,6,5,1928,S,2869,5668
44834,,,с.,Лясково,PDV,PDV01,PDV01-00,3,8,7,1928,S,2870,20215
44848,,,с.,Лясково,SML,SML09,SML09-07,3,6,7,1928,S,2871,56505
44851,,,с.,Лясково,SZR,SZR31,SZR31-00,3,7,5,1928,SE,2872,19580
44865,,,с.,Лятно,SHU,SHU18,SHU18-07,3,6,5,1928,NE,2873,15878
44879,,,с.,Ляхово,PAZ,PAZ19,PAZ19-14,3,6,4,1928,S,2874,6771
44882,,,с.,Ляхово,DOB,DOB03,DOB03-09,3,6,4,1928,NE,2875,7912
44896,,,с.,Левци,KRZ,KRZ02,KRZ02-33,3,8,6,1928,S,2719,2112
44906,14194,,с.,Левище,SFO,SFO43,SFO43-00,3,8,8,1928,SW,2712,0
44937,,,с.,Ловско,RAZ,RAZ17,RAZ17-12,3,6,4,1928,N,2788,13746
46019,14605,,с.,Магарджица,SML,SML31,SML31-00,3,8,8,1928,S,2876,0
46036,,,с.,Мадан,MON,MON04,MON04-08,3,6,3,1928,NW,2877,39208
46045,,40110,гр.,Мадан,SML,SML16,SML16-00,1,3,6,1928,S,2878,22353
46053,,,с.,Мадара,SHU,SHU30,SHU30-22,3,5,3,1928,NE,2879,22248
46067,,,с.,Маджаре,SFO,SFO39,SFO39-14,3,7,8,1928,SW,2880,6309
46070,,,с.,Маджари,HKV,HKV30,HKV30-26,3,7,4,1928,S,2881,8491
46084,,,гр.,Маджарово,HKV,HKV18,HKV18-00,1,5,3,1928,S,2882,20167
46098,,,с.,Маджерито,SZR,SZR31,SZR31-24,3,6,3,1928,SE,2883,12290
46108,,,с.,Мазарачево,KNL,KNL29,KNL29-00,3,8,6,1928,SW,2884,17937
46111,,,с.,Майор Узуново,VID,VID09,VID09-32,3,7,3,1928,NW,2885,9848
46125,,12615 43342 72641,с.,Майско,VTR,VTR13,VTR13-11,3,6,5,1928,N,2886,27456
46139,,,с.,Майсторово,KRZ,KRZ16,KRZ16-26,3,8,5,1928,S,2887,2397
46156,,,с.,Мак,KRZ,KRZ02,KRZ02-07,3,8,6,1928,S,2888,5642
46190,,,с.,Макариополско,TGV,TGV35,TGV35-20,3,5,4,1928,NE,2889,33824
46214,,,с.,Македонци,KRZ,KRZ16,KRZ16-18,3,7,5,1928,S,2890,4965
46228,,,с.,Маково,TGV,TGV35,TGV35-52,3,7,4,1928,NE,2891,12467
46231,,,с.,Макоцево,SFO,SFO10,SFO10-08,3,7,6,1928,SW,2892,21663
46245,,,с.,Макреш,VID,VID25,VID25-00,3,5,3,1928,NW,2893,38769
46259,,,с.,Мала Раковица,SFO,SFO06,SFO06-00,3,8,6,1928,SW,2894,8276
46262,,,с.,Мала Фуча,KNL,KNL04,KNL04-10,3,7,6,1928,SW,2895,6579
46276,,,с.,Мала църква,SFO,SFO39,SFO39-15,3,6,8,1928,SW,2896,51413
46286,,70072,с.,Малево,SML,SML38,SML38-04,3,7,7,1928,S,2897,38943
46293,,,с.,Малево,HKV,HKV34,HKV34-21,3,5,3,1928,S,2898,32503
46303,,,с.,Маленово,JAM,JAM22,JAM22-20,3,7,3,1928,SE,2899,34931
46317,,,с.,Мали Върбовник,KNL,KNL04,KNL04-00,3,8,6,1928,SW,2900,7919
46320,,,с.,Мали Дреновец,VID,VID16,VID16-00,3,8,3,1928,NW,2901,12635
46334,,,с.,Мали извор,DOB,DOB27,DOB27-00,3,8,3,1928,NE,2902,14854
46348,,,с.,Малина,BGS,BGS06,BGS06-00,3,8,3,1928,SE,2903,16657
46351,,,с.,Малина,DOB,DOB12,DOB12-22,3,7,4,1928,NE,2904,12336
46365,05400,,с.,Малини,GAB,GAB05,GAB05-00,3,8,6,1928,N,2905,0
46396,,,с.,Малиново,LOV,LOV18,LOV18-19,3,6,5,1928,NW,2907,39233
46406,,,с.,Малка Арда,SML,SML02,SML02-15,3,7,7,1928,S,2908,14586
46417,,,с.,Малка Верея,SZR,SZR31,SZR31-25,3,7,5,1928,SE,2909,14781
46437,,,с.,Малка Желязна,LOV,LOV33,LOV33-00,3,7,5,1928,NW,2910,24784
46440,,,с.,Малка поляна,BGS,BGS01,BGS01-06,3,7,2,1928,SE,2911,16793
46454,,,с.,Малка Смолница,DOB,DOB15,DOB15-00,3,7,4,1928,NE,2912,8749
46468,,,с.,Малка Черковна,TGV,TGV02,TGV02-00,3,8,5,1928,NE,2913,6762
46471,,,с.,Малка Чинка,KRZ,KRZ15,KRZ15-53,3,8,5,1928,S,2914,3683
46485,12677,,с.,Малки Българени,GAB,GAB12,GAB12-00,3,8,6,1928,N,2915,0
46499,,,с.,Малки Воден,HKV,HKV18,HKV18-00,3,8,5,1928,S,2916,12775
46509,,,с.,Малки Вършец,GAB,GAB29,GAB29-20,3,7,5,1928,N,2917,25363
46512,81058,,с.,Малки Станчовци,GAB,GAB35,GAB35-00,3,8,6,1928,N,2919,0
46526,,,с.,Малки Цалим,BLG,BLG40,BLG40-00,3,8,7,1928,SW,2920,7229
46532,,,с.,Малки чифлик,VTR,VTR04,VTR04-19,3,7,4,1928,N,2921,6015
46543,,,с.,Малко Асеново,HKV,HKV09,HKV09-16,3,7,3,1928,S,2922,10374
46557,,,с.,Малко Брягово,HKV,HKV18,HKV18-00,3,8,4,1928,S,2923,13790
46560,,,с.,Малко Враново,RSE,RSE33,RSE33-06,3,6,2,1928,N,2924,15368
46574,,,с.,Малко градище,HKV,HKV17,HKV17-06,3,6,4,1928,S,2925,50475
46588,,,с.,Малко Дряново,SZR,SZR04,SZR04-00,3,8,5,1928,SE,2926,24811
46591,,,с.,Малко Кадиево,SZR,SZR31,SZR31-26,3,7,3,1928,SE,2928,9548
46601,,,с.,Малко Каменяне,KRZ,KRZ15,KRZ15-26,3,8,5,1928,S,2929,8915
46615,,,с.,Малко Кирилово,JAM,JAM07,JAM07-14,3,8,4,1928,SE,2930,6969
46629,20198,,с.,Малко Крушево,SML,SML02,SML02-00,3,8,7,1928,S,2931,0
46632,,,с.,Малко Попово,HKV,HKV18,HKV18-00,3,8,3,1928,S,2932,10919
46646,,,с.,Малко село,SLV,SLV11,SLV11-09,3,6,5,1928,SE,2933,6981
46658,,,с.,Малко Тръново,SZR,SZR36,SZR36-08,3,7,4,1928,SE,2934,23510
46663,,,гр.,Малко Търново,BGS,BGS12,BGS12-00,1,4,5,1928,SE,2935,137687
46680,,,с.,Малкоч,KRZ,KRZ14,KRZ14-24,3,7,5,1928,S,2938,7906
46694,,,с.,Малко Чочовени,SLV,SLV20,SLV20-26,3,7,4,1928,SE,2936,17998
46704,,,с.,Малко Шарково,JAM,JAM03,JAM03-10,3,7,4,1928,SE,2937,21518
46721,,,с.,Мало Бучино,SOF,SOF46,SOF46-34,3,6,6,1928,SW,2939,12021
46735,,,с.,Малоградец,TGV,TGV02,TGV02-00,3,8,5,1928,NE,2945,10279
46749,,,с.,Мало Конаре,PAZ,PAZ19,PAZ19-15,3,4,4,1928,S,2940,52214
46752,,,с.,Мало Крушево,PDV,PDV37,PDV37-04,3,7,5,1928,S,2941,10839
46766,,,с.,Мало Малово,SFO,SFO16,SFO16-00,3,8,7,1928,SW,2942,13874
46773,,,с.,Маломир,SHU,SHU10,SHU10-08,3,7,4,1928,NE,2946,11412
46783,,,с.,Маломир,JAM,JAM25,JAM25-23,3,6,3,1928,SE,2947,56409
46797,,,с.,Маломирово,JAM,JAM07,JAM07-12,3,7,3,1928,SE,2948,31609
46807,,,с.,Мало Пещене,VRC,VRC10,VRC10-00,3,8,4,1928,NW,2943,7436
46810,,,с.,Малорад,VRC,VRC05,VRC05-02,3,5,3,1928,NW,2949,55048
46824,,,с.,Мало село,KNL,KNL04,KNL04-17,3,6,6,1928,SW,2944,8498
46841,,,с.,Малчика,PVN,PVN16,PVN16-09,3,5,2,1928,NW,2951,31183
46855,15401,,с.,Малчовци,VTR,VTR04,VTR04-00,3,8,5,1928,N,2952,0
46869,68823,,с.,Малчовци,GAB,GAB35,GAB35-00,3,8,6,1928,N,2953,0
46872,,,с.,Малък Девесил,KRZ,KRZ15,KRZ15-27,3,6,6,1928,S,2954,11339
46886,,,с.,Малък извор,LOV,LOV38,LOV38-08,3,7,6,1928,NW,2956,13708
46899,,,с.,Малък извор,HKV,HKV30,HKV30-27,3,6,4,1928,S,2957,11838
46904,,,с.,Малък манастир,JAM,JAM07,JAM07-13,3,6,4,1928,SE,2958,42488
46913,,,с.,Малък Поровец,RAZ,RAZ14,RAZ14-14,3,7,4,1928,N,2959,25558
46927,,,с.,Малък Преславец,SLS,SLS07,SLS07-23,3,7,2,1928,N,2960,38866
46930,,,с.,Припек,BGS,BGS18,BGS18-15,3,7,5,1928,SE,3795,6496
46944,,,с.,Малък чардак,PDV,PDV33,PDV33-04,3,7,4,1928,S,2961,18233
46958,,,с.,Мамарчево,JAM,JAM03,JAM03-11,3,7,4,1928,SE,2962,36541
46961,,,с.,Манаселска река,SFO,SFO34,SFO34-04,3,7,5,1928,SW,2963,29164
46975,,,с.,Манастир,VAR,VAR24,VAR24-12,3,7,2,1928,NE,2964,25875
46989,,02453 40244 ,с.,Манастир,PDV,PDV15,PDV15-00,3,8,8,1928,S,2965,63834
46992,,,с.,Манастир,HKV,HKV34,HKV34-22,3,7,3,1928,S,2966,8696
47007,,,с.,Манастирица,TGV,TGV24,TGV24-00,3,8,4,1928,NE,2967,6920
47010,,,с.,Манастирище,VRC,VRC35,VRC35-03,3,6,2,1928,NW,2968,27697
47024,,,с.,Манастирище,SFO,SFO43,SFO43-00,3,8,7,1928,SW,2969,21078
47038,,,с.,Манастирско,RAZ,RAZ17,RAZ17-14,3,7,5,1928,N,2970,7459
47041,,,с.,Манастирци,RAZ,RAZ17,RAZ17-15,3,7,5,1928,N,2971,12119
47055,,,с.,Мандра,HKV,HKV34,HKV34-23,3,6,4,1928,S,2972,17098
47069,,,с.,Мандрица,HKV,HKV11,HKV11-00,3,8,2,1928,S,2973,27148
47072,03513,,с.,Маневци,GAB,GAB35,GAB35-00,3,8,6,1928,N,2974,0
47086,,,с.,Маноле,PDV,PDV17,PDV17-10,3,4,3,1928,S,2975,31881
47096,,,с.,Манолич,BGS,BGS23,BGS23-13,3,5,5,1928,SE,2976,104797
47101,,,с.,Манолово,SZR,SZR24,SZR24-07,3,6,6,1928,SE,2977,34691
47113,,,с.,Манолско Конаре,PDV,PDV17,PDV17-11,3,6,3,1928,S,2978,13429
47127,38710,,с.,Маноя,GAB,GAB12,GAB12-00,3,8,5,1928,N,2979,0
47130,80786,,с.,Манушевци,TGV,TGV02,TGV02-00,3,8,6,1928,NE,2980,0
47144,,,с.,Манчево,KRZ,KRZ21,KRZ21-04,3,8,7,1928,S,2981,4618
47158,04460,,с.,Марафелци,VTR,VTR13,VTR13-00,3,8,5,1928,N,2982,0
47161,,,с.,Мараш,SHU,SHU30,SHU30-13,3,6,3,1928,NE,2983,15534
47175,12098,,с.,Марговци,VTR,VTR04,VTR04-09,3,8,6,1928,N,2984,0
47189,,,с.,Марикостиново,BLG,BLG33,BLG33-25,3,5,3,1928,SW,2985,13936
47202,,,с.,Маринка,BGS,BGS04,BGS04-09,3,5,1,1928,SE,2986,24597
47227,06896,,с.,Мариновци,VTR,VTR13,VTR13-00,3,8,6,1928,N,2989,0
47247,,,с.,Марино поле,BLG,BLG33,BLG33-26,3,6,2,1928,SW,2987,5515
47250,,,с.,Марино поле,PDV,PDV13,PDV13-00,3,8,5,1928,S,2988,3199
47264,,,с.,Марица,SFO,SFO39,SFO39-16,3,6,7,1928,SW,2991,18657
47278,,,гр.,Симеоновград,HKV,HKV29,HKV29-00,1,3,3,1928,S,4259,77159
47295,,,с.,Марково,PDV,PDV26,PDV26-18,3,5,4,1928,S,2992,21879
47305,,,с.,Марково,SZR,SZR04,SZR04-00,3,8,4,1928,SE,2993,10553
47319,,,с.,Марково,SHU,SHU19,SHU19-07,3,6,4,1928,NE,2994,55942
47322,,,с.,Марково равнище,VRC,VRC32,VRC32-00,3,8,7,1928,NW,2995,6305
47336,,,гр.,Мартен,RSE,RSE27,RSE27-03,1,4,1,1928,N,2996,31998
47342,15641,,с.,Мартино,KRZ,KRZ16,KRZ16-00,3,8,6,1928,S,2997,0
47353,,,с.,Мартиново,MON,MON36,MON36-08,3,7,6,1928,NW,2998,35887
47370,,,с.,Марулево,BLG,BLG03,BLG03-15,3,8,7,1928,SW,2999,25960
47384,27526,,с.,Маруцековци,GAB,GAB35,GAB35-04,3,8,6,1928,N,3000,0
47408,,,с.,Марчево,BLG,BLG13,BLG13-08,3,7,6,1928,SW,3001,5920
47411,,,с.,Марчино,TGV,TGV24,TGV24-00,3,8,4,1928,NE,3002,14025
47425,,22455 61515 ,с.,Марян,VTR,VTR13,VTR13-00,3,8,4,1928,N,3003,10266
47439,,,с.,Масларево,VTR,VTR26,VTR26-08,3,6,2,1928,N,3004,29492
47442,,,с.,Маслиново,HKV,HKV34,HKV34-24,3,7,5,1928,S,3005,10353
47456,02563,,с.,Матешовци,GAB,GAB35,GAB35-00,3,8,6,1928,N,3006,0
47468,,,с.,Маточина,HKV,HKV28,HKV28-00,3,8,3,1928,S,3007,26011
47473,,,с.,Махалата,BLG,BLG49,BLG49-00,3,8,7,1928,SW,3008,12463
47487,87326,,с.,Махалници,VTR,VTR13,VTR13-00,3,8,5,1928,N,3009,0
47500,,,с.,Маца,SZR,SZR27,SZR27-14,3,8,4,1928,SE,3010,10614
47528,,,с.,Медвен,SLV,SLV11,SLV11-10,3,7,5,1928,SE,3011,79224
47531,,,с.,Медевци,KRZ,KRZ14,KRZ14-25,3,8,5,1928,S,3012,3403
47545,,,с.,Меден бук,HKV,HKV11,HKV11-05,3,8,3,1928,S,3013,40498
47559,,,с.,Медени поляни,PAZ,PAZ39,PAZ39-02,3,6,8,1928,S,3015,38530
47562,,,с.,Меден кладенец,JAM,JAM25,JAM25-46,3,7,3,1928,SE,3014,22322
47583,,,с.,Медешевци,VID,VID15,VID15-00,3,8,3,1928,NW,3016,17602
47593,,,с.,Медковец,MON,MON26,MON26-00,3,5,3,1928,NW,3017,81697
47603,,,с.,Медникарово,SZR,SZR07,SZR07-05,3,7,3,1928,SE,3018,33045
47617,,,с.,Медовене,RAZ,RAZ16,RAZ16-07,3,7,4,1928,N,3019,14809
47620,,,с.,Медовец,VAR,VAR16,VAR16-09,3,5,4,1928,NE,3020,33898
47634,,,с.,Медовина,TGV,TGV24,TGV24-24,3,6,5,1928,NE,3021,29816
47648,,,с.,Медовница,VID,VID16,VID16-15,3,7,4,1928,NW,3022,18782
47651,,,с.,Медово,BGS,BGS17,BGS17-14,3,6,3,1928,SE,3023,15702
47665,,,с.,Медово,SZR,SZR04,SZR04-10,3,7,4,1928,SE,3024,26769
47679,,,с.,Медово,DOB,DOB15,DOB15-00,3,8,4,1928,NE,3025,17545
47682,,,с.,Межда,JAM,JAM25,JAM25-47,3,7,3,1928,SE,3026,16254
47696,,,с.,Межден,SLS,SLS10,SLS10-10,3,6,4,1928,N,3027,28020
47706,48605,,с.,Междени,GAB,GAB05,GAB05-00,3,8,6,1928,N,3028,0
47714,,,гр.,Мездра,VRC,VRC27,VRC27-00,1,3,4,1928,NW,3029,5343
47723,,,с.,Мездрея,MON,MON02,MON02-12,3,7,5,1928,NW,3030,10615
47737,,,с.,Мезек,HKV,HKV28,HKV28-16,3,7,3,1928,S,3031,36517
47754,,,гр.,Мелник,BLG,BLG40,BLG40-28,1,5,5,1928,SW,3032,6464
47768,,,с.,Мелница,JAM,JAM07,JAM07-14,3,7,3,1928,SE,3033,35701
47771,,,с.,Меляне,MON,MON14,MON14-13,3,7,4,1928,NW,3034,14033
47785,,,с.,Менгишево,SHU,SHU10,SHU10-09,3,7,4,1928,NE,3035,10432
47799,,,с.,Мендово,BLG,BLG33,BLG33-27,3,8,5,1928,SW,3036,4065
47809,,,с.,Теменуга,KRZ,KRZ02,KRZ02-34,3,8,7,1928,S,4678,7217
47812,,,с.,Мененкьово,PAZ,PAZ04,PAZ04-04,3,5,4,1928,S,3037,8613
47826,,,с.,Мерданя,VTR,VTR20,VTR20-05,3,6,3,1928,N,3038,20820
47843,,,гр.,Меричлери,HKV,HKV09,HKV09-17,1,5,3,1928,S,3039,46222
47857,53059,,с.,Места,BLG,BLG01,BLG01-04,3,6,8,1928,SW,3040,0
47860,,,с.,Метлика,KRZ,KRZ15,KRZ15-28,3,7,5,1928,S,3041,6272
47874,,,с.,Метличина,VAR,VAR09,VAR09-14,3,7,3,1928,NE,3042,18201
47888,40988,,с.,Метличина,KRZ,KRZ14,KRZ14-52,3,7,5,1928,S,3043,0
47891,,,с.,Метличка,KRZ,KRZ14,KRZ14-26,3,8,6,1928,S,3044,6548
47901,,,с.,Методиево,DOB,DOB15,DOB15-36,3,7,4,1928,NE,3045,20626
